transaction_id,period_id,geo_id,sku_id,units_sold,volume_sold_std,value_sold_local,value_sold_usd,is_promotion,distribution_points
102709,202206,3,5013,48782,16098.060000000001,125666.34,115290.22,True,59
102710,202405,18,5013,15163,5003.79,8439.77,31258.41,False,54
102711,202410,9,5013,34442,11365.86,56335.19,86669.52,False,77
102712,202310,17,5013,35748,11796.84,68.77,62516.63,True,91
102713,202212,3,5013,14225,4694.25,26768.55,24558.3,True,72
102714,202412,13,5013,41766,13782.78,14010.79,100077.06,True,93
102715,202312,24,5013,7759,2560.4700000000003,474.55,16948.21,True,69
102716,202411,16,5013,42350,13975.5,3980.11,75096.36,True,75
102717,202302,16,5013,3707,1223.31,346.14,6530.93,False,53
102718,202306,2,5013,16694,5509.02,31451.51,24764.97,True,91
102719,202308,8,5013,9037,2982.21,14201.69,19191.47,True,93
102720,202210,18,5013,16410,5415.3,7595.38,28131.05,False,86
102721,202412,9,5013,40981,13523.730000000001,65993.01,101527.7,True,51
102722,202303,21,5013,28314,9343.62,73204.31,67159.92,True,71
102723,202301,19,5013,11557,3813.8100000000004,6385.31,23649.31,True,58
102724,202207,2,5013,41703,13761.99,101116.93,79619.63,False,55
102725,202409,24,5013,29955,9885.15,2092.64,74737.15,True,65
102726,202301,13,5013,6833,2254.8900000000003,2056.29,14687.75,True,52
102727,202209,4,5013,33817,11159.61,462.04,67946.97,False,59
102728,202210,6,5013,26369,8701.77,52321.79,48001.64,False,54
102729,202308,11,5013,32490,10721.7,2942.86,50738.97,False,54
102730,202207,11,5013,43449,14338.17,5564.23,95934.95,False,73
102731,202407,15,5013,21365,7050.450000000001,2.19,34267.19,False,78
102732,202205,1,5013,14550,4801.5,33611.61,33611.61,True,76
102733,202202,15,5013,16586,5473.38,2.18,34130.17,False,62
102734,202405,21,5013,49359,16288.470000000001,82361.04,75560.59,True,97
102735,202402,5,5013,48675,16062.75,96951.48,88946.31,False,63
102736,202312,19,5013,10581,3491.73,7107.35,26323.5,True,50
102737,202312,16,5013,13879,4580.070000000001,1661.5,31349.11,False,69
102738,202201,6,5013,41360,13648.800000000001,79823.0,73232.11,False,75
102739,202212,24,5013,48143,15887.19,2280.21,81436.14,True,89
102740,202311,6,5013,18452,6089.16,39431.42,36175.61,True,87
102741,202204,6,5013,22346,7374.18,48543.0,44534.86,True,80
102742,202409,12,5013,7393,2439.69,220.86,18404.94,True,89
102743,202307,11,5013,16585,5473.05,1813.3,31263.83,True,81
102744,202303,15,5013,37592,12405.36,4.51,70391.96,True,87
102745,202212,9,5013,49977,16492.41,64234.71,98822.62,True,57
102746,202406,12,5013,3182,1050.06,86.63,7219.04,True,62
102747,202404,23,5013,47603,15708.990000000002,89128.44,77502.99,False,74
102748,202208,19,5013,23079,7616.070000000001,10201.69,37784.04,False,75
102749,202408,1,5013,44877,14809.41,87267.8,87267.8,False,50
102750,202410,10,5013,18359,6058.47,8410.76,42053.78,False,54
102751,202209,10,5013,3649,1204.17,1615.81,8079.04,False,96
102752,202404,12,5013,22976,7582.08,691.19,57599.22,False,50
102753,202402,5,5013,22996,7588.68,56637.14,51960.68,True,74
102754,202310,9,5013,9736,3212.88,9756.87,15010.58,False,98
102755,202403,4,5013,20362,6719.46,259.01,38089.74,True,60
102756,202306,19,5013,45494,15013.02,21461.05,79485.37,True,58
102757,202408,6,5013,27488,9071.04,69524.88,63784.29,False,79
102758,202301,19,5013,5339,1761.8700000000001,2875.93,10651.6,False,96
102759,202407,19,5013,46660,15397.800000000001,27200.76,100743.56,False,98
102760,202210,17,5013,43084,14217.720000000001,101.75,92502.67,False,72
102761,202401,2,5013,10422,3439.26,23557.4,18549.13,True,76
102762,202201,20,5013,21358,7048.14,1488.23,45097.98,True,78
102763,202205,13,5013,27122,8950.26,8567.88,61199.13,False,88
102764,202210,18,5013,48197,15905.01,26273.32,97308.59,True,90
102765,202205,13,5013,6341,2092.53,1579.77,11284.06,False,53
102766,202306,8,5013,3452,1139.16,5465.85,7386.29,False,62
102767,202405,22,5013,29018,9575.94,5511.96,57416.22,True,63
102768,202210,24,5013,4279,1412.0700000000002,297.62,10629.39,True,77
102769,202207,10,5013,4858,1603.14,2058.95,10294.73,False,82
102770,202201,11,5013,46197,15245.01,5585.29,96298.16,True,55
102771,202202,7,5013,1490,491.70000000000005,3723.32,3415.89,False,58
102772,202202,2,5013,11131,3673.23,26088.91,20542.45,False,71
102773,202208,12,5013,34505,11386.65,998.76,83230.01,False,79
102774,202201,16,5013,28679,9464.07,2516.07,47473.05,True,51
102775,202301,6,5013,17998,5939.34,30014.23,27535.99,False,69
102776,202407,18,5013,32283,10653.390000000001,17842.94,66084.97,False,53
102777,202208,3,5013,23393,7719.6900000000005,47584.33,43655.35,False,56
102778,202209,3,5013,27772,9164.76,69752.34,63992.98,True,99
102779,202208,20,5013,18229,6015.570000000001,1472.68,44626.67,False,68
102780,202303,22,5013,20584,6792.72,3745.09,39011.35,False,68
102781,202408,21,5013,49552,16352.160000000002,105202.87,96516.39,True,99
102782,202401,15,5013,40232,13276.560000000001,4.48,69988.22,True,87
102783,202304,17,5013,7726,2549.58,18.82,17109.15,False,100
102784,202212,13,5013,30766,10152.78,7058.43,50417.37,False,99
102785,202409,11,5013,45258,14935.140000000001,5506.2,94934.52,False,84
102786,202404,22,5013,48090,15869.7,10750.76,111987.08,True,81
102787,202303,3,5013,28689,9467.37,67985.86,62372.35,False,57
102788,202203,24,5013,42710,14094.300000000001,2197.01,78464.54,True,72
102789,202411,14,5013,6418,2117.94,9.51,12682.16,False,99
102790,202304,23,5013,2237,738.21,4744.59,4125.73,False,84
102791,202206,24,5013,38920,12843.6,1805.85,64494.53,False,55
102792,202401,14,5013,31853,10511.49,51.46,68612.15,False,80
102793,202303,24,5013,3969,1309.77,221.46,7909.34,False,78
102794,202403,19,5013,33188,10952.04,18968.38,70253.24,False,98
102795,202209,9,5013,40220,13272.6,47638.35,73289.77,False,55
102796,202312,11,5013,17327,5717.91,1734.44,29904.15,True,65
102797,202407,17,5013,26612,8781.960000000001,62.02,56378.18,False,87
102798,202203,5,5013,40752,13448.16,102724.28,94242.46,True,66
102799,202405,8,5013,3847,1269.51,7036.48,9508.75,False,67
102800,202410,9,5014,28655,3581.875,57265.63,88100.97,True,52
102801,202309,24,5014,32891,4111.375,2784.98,99463.61,False,70
102802,202406,13,5014,48501,6062.625,21580.63,154147.38,True,87
102803,202412,17,5014,8451,1056.375,37.28,33890.33,False,67
102804,202302,3,5014,45663,5707.875,162573.48,149149.98,False,79
102805,202210,1,5014,43554,5444.25,180721.3,180721.3,False,99
102806,202205,19,5014,16807,2100.875,15080.35,55853.16,True,96
102807,202410,24,5014,28091,3511.375,3497.92,124925.62,False,95
102808,202406,10,5014,35598,4449.75,20913.86,104569.32,True,77
102809,202305,19,5014,24559,3069.875,26217.16,97100.59,True,92
102810,202303,1,5014,33650,4206.25,100933.13,100933.13,False,90
102811,202306,4,5014,25039,3129.875,706.49,103895.99,False,52
102812,202404,12,5014,23507,2938.375,1261.59,105132.19,True,71
102813,202305,21,5014,18991,2373.875,82598.05,75778.03,True,95
102814,202207,15,5014,8372,1046.5,1.99,31168.58,False,50
102815,202207,4,5014,40752,5094.0,1238.12,182077.12,True,78
102816,202207,5,5014,42244,5280.5,167256.28,153446.13,True,97
102817,202203,5,5014,14472,1809.0,49375.43,45298.56,False,80
102818,202207,19,5014,1871,233.875,1545.18,5722.88,True,81
102819,202307,11,5014,37571,4696.375,7684.2,132486.17,True,96
102820,202303,24,5014,8073,1009.125,802.44,28658.64,True,82
102821,202303,24,5014,31588,3948.5,2815.86,100566.26,True,50
102822,202305,12,5014,42618,5327.25,1747.54,145628.18,True,56
102823,202305,16,5014,13649,1706.125,3101.02,58509.75,False,57
102824,202209,21,5014,6916,864.5,23561.7,21616.24,True,57
102825,202405,19,5014,6572,821.5,5498.58,20365.1,True,96
102826,202305,3,5014,37866,4733.25,158253.99,145187.15,True,95
102827,202212,22,5014,1738,217.25,465.62,4850.21,False,54
102828,202211,2,5014,10825,1353.125,56625.93,44587.35,True,84
102829,202308,4,5014,19143,2392.875,383.74,56431.83,True,75
102830,202403,21,5014,42169,5271.125,143281.42,131450.85,True,86
102831,202204,10,5014,30095,3761.875,23089.6,115448.01,False,91
102832,202301,21,5014,31706,3963.25,115462.62,105929.01,False,58
102833,202311,24,5014,38344,4793.0,4101.98,146499.16,True,98
102834,202402,8,5014,16262,2032.75,45742.66,61814.41,False,69
102835,202206,22,5014,16714,2089.25,6450.31,67190.72,True,56
102836,202309,11,5014,36318,4539.75,6904.52,119043.5,False,55
102837,202211,22,5014,41330,5166.25,12219.15,127282.86,False,75
102838,202406,6,5014,45794,5724.25,191179.23,175393.79,False,58
102839,202308,6,5014,14881,1860.125,48218.07,44236.76,False,54
102840,202312,1,5014,20907,2613.375,73159.99,73159.99,False,65
102841,202302,22,5014,5433,679.125,1972.81,20550.07,True,98
102842,202408,2,5014,30071,3758.875,142921.66,112536.74,True,94
102843,202310,15,5014,22517,2814.625,5.47,85505.88,False,51
102844,202409,22,5014,30270,3783.75,11856.35,123503.67,True,53
102845,202412,17,5014,18072,2259.0,75.24,68397.79,False,58
102846,202401,5,5014,2896,362.0,11485.43,10537.09,False,53
102847,202401,8,5014,22411,2801.375,59888.96,80931.03,False,55
102848,202403,6,5014,41679,5209.875,140150.12,128578.09,True,52
102849,202206,7,5014,13576,1697.0,58362.11,53543.22,False,95
102850,202201,16,5014,46172,5771.5,7583.74,143089.46,False,82
102851,202311,18,5014,27138,3392.25,25716.4,95245.94,False,62
102852,202406,23,5014,21185,2648.125,84864.19,73794.95,False,95
102853,202403,8,5014,31471,3933.875,70855.76,95751.03,True,59
102854,202209,13,5014,49298,6162.25,24374.05,174100.35,True,57
102855,202412,15,5014,24258,3032.25,5.12,79987.35,False,61
102856,202401,6,5014,35643,4455.375,140187.09,128612.01,False,90
102857,202308,12,5014,43621,5452.625,1725.47,143788.81,True,81
102858,202402,20,5014,26680,3335.0,2717.34,82343.64,True,97
102859,202404,20,5014,10381,1297.625,936.83,28388.74,False,52
102860,202408,10,5014,19892,2486.5,12387.21,61936.03,True,53
102861,202205,6,5014,36812,4601.5,117119.44,107449.02,True,67
102862,202309,7,5014,21354,2669.25,85993.88,78893.47,False,83
102863,202203,2,5014,36715,4589.375,194688.79,153298.26,False,81
102864,202308,1,5014,28976,3622.0,87782.06,87782.06,False,80
102865,202208,15,5014,41611,5201.375,9.83,153648.72,True,54
102866,202202,20,5014,38057,4757.125,3928.97,119059.77,True,79
102867,202404,19,5014,8639,1079.875,6672.54,24713.12,True,75
102868,202209,24,5014,32171,4021.375,3322.28,118652.92,True,100
102869,202309,24,5014,26450,3306.25,2831.32,101118.54,False,74
102870,202401,22,5014,12046,1505.75,3647.5,37994.74,True,75
102871,202205,9,5014,14241,1780.125,34438.78,52982.74,False,58
102872,202203,7,5014,7537,942.125,24048.67,22063.0,True,90
102873,202304,16,5014,1470,183.75,237.08,4473.17,False,54
102874,202206,22,5014,11318,1414.75,3617.88,37686.22,True,66
102875,202410,5,5014,5536,692.0,17827.08,16355.12,True,54
102876,202206,6,5014,28164,3520.5,91168.28,83640.62,True,52
102877,202312,19,5014,5246,655.75,4948.65,18328.32,True,77
102878,202410,23,5014,33065,4133.125,163590.09,142252.26,True,90
102879,202304,6,5014,9844,1230.5,35850.76,32890.61,True,62
102880,202301,2,5014,42786,5348.25,198755.76,156500.6,True,55
102881,202309,3,5014,28199,3524.875,108069.1,99145.96,True,61
102882,202301,18,5014,20306,2538.25,20721.76,76747.26,False,60
102883,202410,15,5014,45393,5674.125,12.26,191592.48,False,99
102884,202212,12,5014,42920,5365.0,1939.8,161649.83,False,91
102885,202303,4,5014,29828,3728.5,895.16,131640.99,False,68
102886,202303,24,5014,32521,4065.125,2730.54,97519.31,True,93
102887,202305,24,5014,35762,4470.25,3537.49,126338.78,True,75
102888,202308,2,5014,17991,2248.875,84840.83,66803.81,True,70
102889,202205,13,5014,19876,2484.5,8622.76,61591.14,True,64
102890,202310,18,5014,1815,226.875,1841.02,6818.58,True,66
102891,202310,7,5014,1729,216.125,7699.5,7063.76,False,74
102892,202204,2,5014,47668,5958.5,233567.51,183911.43,True,98
102893,202203,10,5014,42707,5338.375,25639.15,128195.76,True,55
102894,202405,11,5014,34693,4336.625,7802.09,134518.76,True,62
102895,202309,4,5014,33501,4187.625,738.69,108630.24,False,66
102896,202308,3,5014,18380,2297.5,72930.85,66909.04,False,80
102897,202212,18,5014,22640,2830.0,22234.0,82348.14,False,94
102898,202305,13,5014,1312,164.0,694.31,4959.33,True,98
102899,202310,5,5014,32397,4049.625,136320.2,125064.41,False,56
102900,202409,23,5014,19029,2378.625,83272.79,72411.12,False,74
102901,202409,14,5014,21162,2645.25,65.42,87228.97,True,70
102902,202310,24,5014,29248,3656.0,3267.25,116687.65,False,62
102903,202409,3,5014,42332,5291.5,179885.65,165032.7,True,56
102904,202206,23,5014,3293,411.625,13973.34,12150.73,False,75
102905,202210,22,5014,16219,2027.375,4604.04,47958.74,False,72
102906,202209,15,5014,31027,3878.375,6.09,95220.16,True,57
102907,202402,13,5014,30077,3759.625,15589.15,111351.08,True,58
102908,202309,20,5014,49496,6187.0,6616.27,200492.94,False,84
102909,202306,15,5014,4498,562.25,0.78,12187.17,False,59
102910,202411,23,5014,29680,3710.0,99915.48,86883.02,False,64
102911,202406,14,5014,6731,841.375,20.3,27065.81,False,80
102912,202409,16,5014,5333,666.625,910.31,17175.59,True,86
102913,202208,17,5014,23418,2927.25,94.82,86204.11,False,91
102914,202202,24,5014,17378,2172.25,1929.41,68907.38,True,50
102915,202210,24,5014,31766,3970.75,3543.03,126536.81,True,85
102916,202201,17,5014,16429,2053.625,73.41,66739.87,False,55
102917,202311,9,5014,28722,3590.25,67487.03,103826.2,False,65
102918,202303,23,5014,34561,4320.125,111907.42,97310.8,True,79
102919,202305,18,5014,20949,2618.625,22692.26,84045.42,False,59
102920,202201,8,5014,48016,6002.0,154194.55,208371.01,False,69
102921,202405,6,5014,9358,1169.75,33117.85,30383.35,False,56
102922,202302,14,5014,49447,6180.875,147.63,196838.64,True,71
102923,202407,2,5014,5086,635.75,28335.33,22311.28,True,98
102924,202409,6,5014,25436,3179.5,71129.07,65256.03,False,81
102925,202209,4,5014,1787,223.375,35.58,5232.77,True,95
102926,202404,21,5014,39891,4986.375,143021.75,131212.61,False,80
102927,202412,24,5014,17038,2129.75,1767.78,63135.0,True,60
102928,202203,8,5014,35488,4436.0,69479.32,93890.98,True,91
102929,202412,21,5014,4253,531.625,12423.8,11397.98,True,90
102930,202409,13,5014,6089,761.125,2506.11,17900.76,True,80
102931,202303,21,5014,43620,5452.5,128067.92,117493.5,False,64
102932,202203,3,5014,28080,3510.0,106036.46,97281.15,False,56
102933,202401,5,5014,40261,5032.625,132700.37,121743.46,True,84
102934,202211,24,5014,44633,5579.125,3730.35,133226.62,True,85
102935,202305,12,5014,2874,359.25,116.71,9725.67,True,65
102936,202305,8,5014,12478,1559.75,37118.03,50159.51,False,50
102937,202407,18,5014,40938,5117.25,48189.04,178477.92,False,89
102938,202202,21,5014,17793,2224.125,52450.2,48119.45,False,85
102939,202407,19,5014,42257,5282.125,35729.11,132330.03,False,99
102940,202307,8,5014,26008,3251.0,60497.81,81753.8,True,78
102941,202408,4,5014,22924,2865.5,646.92,95135.96,True,69
102942,202301,18,5014,2962,370.25,2090.93,7744.2,False,88
102943,202410,19,5014,34962,4370.25,27971.78,103599.19,False,55
102944,202402,2,5014,22001,2750.125,81195.69,63933.61,False,65
102945,202208,17,5014,15318,1914.75,50.26,45687.24,True,65
102946,202404,24,5014,46700,5837.5,4783.38,170834.9,True,100
102947,202406,1,5014,39104,4888.0,126490.18,126490.18,True,90
102948,202405,2,5014,27062,3382.75,114147.81,89880.17,False,68
102949,202305,10,5014,17848,2231.0,15487.93,77439.67,True,95
102950,202303,15,5014,49500,6187.5,10.6,165571.95,True,54
102951,202202,19,5014,32142,4017.75,26013.13,96344.94,False,75
102952,202405,16,5014,29496,3687.0,5815.76,109731.39,False,56
102953,202201,4,5014,26471,3308.875,621.02,91326.72,True,75
102954,202205,2,5014,22638,2829.75,114211.51,89930.32,False,50
102955,202411,21,5014,23348,2918.5,79118.88,72586.13,False,89
102956,202206,21,5014,5995,749.375,23395.96,21464.18,False,54
102957,202410,12,5014,47807,5975.875,1844.49,153707.46,True,66
102958,202207,13,5014,25286,3160.75,11695.67,83540.47,True,95
102959,202401,23,5014,41773,5221.625,151380.55,131635.26,True,79
102960,202301,23,5014,23245,2905.625,91810.98,79835.64,False,68
102961,202202,21,5014,12959,1619.875,50476.97,46309.14,True,91
102962,202303,4,5014,39380,4922.5,802.93,118077.3,True,52
102963,202403,4,5014,5423,677.875,131.61,19353.79,False,75
102964,202311,12,5014,19159,2394.875,1005.46,83787.95,False,98
102965,202207,21,5014,20915,2614.375,96770.57,88780.34,True,60
102966,202312,11,5014,10296,1287.0,2038.02,35138.29,False,87
102967,202403,21,5014,38992,4874.0,120224.53,110297.73,False,80
102968,202401,15,5014,42438,5304.75,7.99,124787.98,True,93
102969,202405,2,5014,23324,2915.5,114234.23,89948.21,False,60
102970,202409,1,5014,11942,1492.75,38003.38,38003.38,False,68
102971,202403,1,5014,13922,1740.25,42792.03,42792.03,True,60
102972,202307,16,5014,14342,1792.75,2623.73,49504.38,False,59
102973,202404,13,5014,28620,3577.5,13239.62,94568.7,True,60
102974,202211,2,5014,20112,2514.0,97071.11,76433.95,False,73
102975,202401,22,5014,44616,5577.0,14873.43,154931.58,True,74
102976,202406,22,5014,7284,910.5,2869.81,29893.87,False,67
102977,202210,1,5014,17631,2203.875,59222.54,59222.54,False,71
102978,202309,6,5014,27026,3378.25,127955.92,117390.75,False,84
102979,202204,13,5014,9594,1199.25,4811.23,34365.95,False,85
102980,202312,14,5014,49031,6128.875,149.79,199720.52,True,58
102981,202403,21,5014,23042,2880.25,76682.61,70351.02,True,54
102982,202409,6,5014,24041,3005.125,98272.16,90157.94,True,68
102983,202301,6,5014,4845,605.625,22646.54,20776.64,False,72
102984,202405,4,5014,41514,5189.25,961.2,141353.51,True,62
102985,202311,8,5014,1469,183.625,4094.02,5532.45,True,91
102986,202202,19,5014,46652,5831.5,46323.5,171568.51,True,63
102987,202307,4,5014,9919,1239.875,258.08,37952.97,True,82
102988,202303,10,5014,29288,3661.0,16628.67,83143.36,True,54
102989,202311,3,5014,24144,3018.0,92198.85,84586.1,False,56
102990,202310,11,5014,29988,3748.5,5753.1,99191.46,True,56
102991,202410,1,5014,2101,262.625,8093.22,8093.22,False,99
102992,202204,11,5014,20235,2529.375,3151.53,54336.68,True,64
102993,202303,20,5014,11841,1480.125,1179.8,35751.62,True,86
102994,202303,17,5014,34338,4292.25,133.59,121448.69,True,73
102995,202412,24,5014,4377,547.125,363.36,12977.24,True,69
102996,202401,1,5014,42098,5262.25,169755.39,169755.39,True,56
102997,202408,16,5014,4480,560.0,735.93,13885.43,False,73
102998,202304,6,5014,15949,1993.625,56821.01,52129.36,True,70
102999,202404,21,5014,39352,4919.0,146797.33,134676.45,False,52
103000,202404,1,5015,47543,2139.435,61995.85,61995.85,False,76
103001,202411,17,5015,19103,859.635,28.82,26200.11,False,95
103002,202303,4,5015,21723,977.535,181.08,26629.84,False,96
103003,202210,21,5015,1912,86.03999999999999,2815.15,2582.71,True,94
103004,202205,11,5015,6983,314.235,730.68,12597.9,True,83
103005,202205,22,5015,46887,2109.915,4987.64,51954.57,False,57
103006,202211,18,5015,19467,876.015,6482.73,24010.11,False,57
103007,202212,8,5015,18453,830.385,23003.58,31085.92,True,86
103008,202307,3,5015,21430,964.3499999999999,31121.1,28551.47,False,82
103009,202411,10,5015,49218,2214.81,12650.9,63254.5,True,98
103010,202205,11,5015,37417,1683.7649999999999,3357.6,57889.61,True,61
103011,202312,8,5015,4633,208.48499999999999,5918.44,7997.89,False,97
103012,202301,11,5015,11652,524.34,846.22,14590.08,True,87
103013,202304,11,5015,47182,2123.19,4428.17,76347.84,True,99
103014,202410,16,5015,43529,1958.8049999999998,4206.56,79369.1,False,65
103015,202407,6,5015,24682,1110.69,38308.81,35145.7,True,90
103016,202203,11,5015,15077,678.4649999999999,1589.68,27408.21,True,90
103017,202306,12,5015,21017,945.765,405.09,33757.31,True,93
103018,202301,5,5015,44684,2010.78,56350.55,51697.75,True,61
103019,202306,21,5015,41394,1862.73,60599.32,55595.71,True,56
103020,202311,4,5015,44726,2012.6699999999998,486.96,71611.53,False,98
103021,202405,3,5015,16459,740.655,28909.8,26522.75,False,92
103022,202405,1,5015,14563,655.3349999999999,25195.59,25195.59,False,60
103023,202407,6,5015,15666,704.97,20405.2,18720.37,False,100
103024,202209,2,5015,33754,1518.9299999999998,64217.28,50564.79,False,52
103025,202311,23,5015,40910,1840.95,62522.66,54367.53,True,86
103026,202301,6,5015,22515,1013.175,32649.34,29953.52,False,89
103027,202412,18,5015,3225,145.125,1165.29,4315.9,True,70
103028,202411,21,5015,11582,521.1899999999999,17466.17,16024.01,True,70
103029,202306,2,5015,28589,1286.5049999999999,55754.23,43900.97,True,57
103030,202203,21,5015,18048,812.16,25720.63,23596.91,False,57
103031,202406,4,5015,32813,1476.585,374.89,55130.84,False,75
103032,202410,6,5015,16354,735.93,20332.78,18653.93,True,80
103033,202410,4,5015,6464,290.88,65.28,9599.63,False,59
103034,202311,14,5015,16403,738.135,18.4,24534.22,True,52
103035,202209,14,5015,11214,504.63,15.05,20062.12,False,94
103036,202211,19,5015,18460,830.6999999999999,9045.21,33500.77,False,81
103037,202407,4,5015,42351,1905.7949999999998,470.7,69221.08,True,99
103038,202403,13,5015,33066,1487.97,7132.94,50949.54,False,52
103039,202404,2,5015,33977,1528.965,67198.41,52912.13,True,53
103040,202408,23,5015,47180,2123.1,98053.79,85264.16,True,70
103041,202311,19,5015,6411,288.495,2740.76,10150.97,False,71
103042,202203,5,5015,2344,105.47999999999999,4355.75,3996.11,True,78
103043,202312,9,5015,27754,1248.93,31059.15,47783.31,False,76
103044,202205,8,5015,16738,753.2099999999999,19410.95,26231.01,True,73
103045,202208,2,5015,33524,1508.58,71920.45,56630.28,True,93
103046,202309,12,5015,15005,675.225,307.1,25591.49,False,66
103047,202402,21,5015,20230,910.35,34121.54,31304.16,False,92
103048,202408,20,5015,25960,1168.2,1142.78,34629.72,False,100
103049,202206,20,5015,14531,653.895,584.31,17706.4,True,83
103050,202411,7,5015,9205,414.22499999999997,13224.5,12132.57,True,69
103051,202410,7,5015,4098,184.41,7146.98,6556.86,False,70
103052,202206,2,5015,40209,1809.405,77014.71,60641.5,False,85
103053,202205,22,5015,10339,465.255,1282.64,13360.79,True,56
103054,202201,2,5015,32710,1471.95,65902.22,51891.51,True,82
103055,202305,12,5015,2173,97.785,38.87,3239.34,True,53
103056,202208,9,5015,12935,582.0749999999999,14218.04,21873.91,True,100
103057,202304,2,5015,37905,1705.725,71668.2,56431.65,False,72
103058,202412,21,5015,14084,633.78,25409.58,23311.54,False,99
103059,202309,21,5015,1922,86.49,3136.06,2877.12,False,66
103060,202203,18,5015,33972,1528.74,13196.15,48874.64,True,57
103061,202210,3,5015,32004,1440.1799999999998,56713.93,52031.13,True,74
103062,202404,11,5015,34200,1539.0,3019.3,52056.85,True,54
103063,202406,11,5015,17511,787.995,1315.28,22677.24,True,56
103064,202403,4,5015,31366,1411.47,297.33,43724.71,True,63
103065,202308,13,5015,49825,2242.125,10531.54,75225.27,False,76
103066,202403,13,5015,15831,712.395,3376.57,24118.39,True,73
103067,202305,5,5015,3154,141.93,4657.18,4272.64,False,84
103068,202405,22,5015,37342,1680.3899999999999,6433.48,67015.42,True,99
103069,202201,5,5015,37552,1689.84,55186.57,50629.89,True,51
103070,202205,6,5015,31365,1411.425,44220.27,40569.05,False,63
103071,202308,2,5015,48944,2202.48,101212.85,79695.16,True,82
103072,202207,11,5015,22205,999.2249999999999,1497.5,25819.02,True,86
103073,202405,19,5015,21332,959.9399999999999,9129.01,33811.13,False,52
103074,202402,15,5015,27625,1243.125,2.72,42450.31,False,89
103075,202410,7,5015,25131,1130.895,34888.59,32007.88,False,73
103076,202410,11,5015,17244,775.98,1481.98,25551.37,False,57
103077,202403,15,5015,26171,1177.695,2.36,36849.0,False,81
103078,202406,12,5015,3521,158.445,62.9,5241.84,True,59
103079,202309,17,5015,48470,2181.15,88.15,80139.85,True,92
103080,202310,12,5015,13947,627.615,300.31,25025.9,True,81
103081,202204,23,5015,35770,1609.6499999999999,65159.0,56660.0,True,95
103082,202203,22,5015,10750,483.75,1430.34,14899.42,False,80
103083,202303,19,5015,39293,1768.185,17813.09,65974.39,True,62
103084,202305,4,5015,39793,1790.685,344.46,50656.39,False,65
103085,202307,18,5015,3131,140.89499999999998,1253.69,4643.31,True,64
103086,202206,24,5015,5738,258.21,274.57,9806.15,True,81
103087,202305,12,5015,14636,658.62,241.6,20133.64,True,63
103088,202307,7,5015,44039,1981.7549999999999,75355.6,69133.57,True,70
103089,202202,13,5015,33533,1508.985,6169.53,44068.06,False,60
103090,202204,11,5015,8351,375.79499999999996,670.02,11552.12,True,88
103091,202301,7,5015,40328,1814.76,60851.26,55826.84,True,85
103092,202407,22,5015,47332,2129.94,6614.48,68900.86,True,90
103093,202209,13,5015,2489,112.005,542.04,3871.72,True,76
103094,202304,17,5015,49653,2234.3849999999998,79.87,72607.95,False,62
103095,202204,21,5015,12337,555.165,21555.93,19776.08,True,79
103096,202411,13,5015,23316,1049.22,4478.68,31990.54,True,87
103097,202207,2,5015,8206,369.27,11376.72,8958.05,True,80
103098,202410,5,5015,15694,706.23,31718.2,29099.27,False,52
103099,202205,24,5015,5638,253.70999999999998,245.85,8780.47,True,56
103100,202304,8,5015,49521,2228.4449999999997,52677.26,71185.49,True,90
103101,202207,18,5015,41585,1871.3249999999998,18917.61,70065.22,False,90
103102,202410,3,5015,17590,791.55,29082.17,26680.89,False,97
103103,202206,13,5015,11164,502.38,2614.55,18675.36,True,82
103104,202310,2,5015,1039,46.754999999999995,1719.26,1353.75,False,78
103105,202201,17,5015,9465,425.925,18.02,16380.35,False,75
103106,202402,8,5015,29161,1312.245,34883.64,47140.05,True,90
103107,202410,20,5015,48622,2187.99,2032.86,61601.93,True,91
103108,202304,16,5015,47124,2120.58,2783.5,52518.89,True,62
103109,202308,22,5015,24173,1087.7849999999999,3444.37,35878.89,True,65
103110,202212,4,5015,23479,1056.555,236.35,34757.49,False,85
103111,202407,7,5015,13650,614.25,26384.76,24206.2,False,92
103112,202206,13,5015,27018,1215.81,4941.82,35298.7,False,51
103113,202309,15,5015,7094,319.22999999999996,0.54,8379.99,True,60
103114,202409,7,5015,5896,265.32,8619.14,7907.47,False,50
103115,202312,16,5015,17468,786.06,1550.78,29259.98,False,85
103116,202204,7,5015,10536,474.12,18197.99,16695.4,False,85
103117,202402,23,5015,6660,299.7,11098.58,9650.94,False,58
103118,202203,9,5015,19444,874.98,19042.4,29296.0,True,84
103119,202312,24,5015,2855,128.475,119.58,4270.68,True,88
103120,202202,22,5015,2218,99.81,352.49,3671.75,True,66
103121,202301,24,5015,10481,471.645,542.24,19365.64,True,93
103122,202309,10,5015,29493,1327.185,10472.58,52362.92,True,52
103123,202204,15,5015,10612,477.53999999999996,0.79,12362.3,True,52
103124,202210,22,5015,16168,727.56,1904.03,19833.7,True,79
103125,202201,14,5015,33729,1517.8049999999998,37.74,50323.17,False,94
103126,202403,22,5015,8859,398.655,1235.86,12873.5,False,82
103127,202202,6,5015,6563,295.335,11780.4,10807.7,False,54
103128,202211,7,5015,3174,142.82999999999998,5016.28,4602.1,False,64
103129,202207,2,5015,34145,1536.5249999999999,51198.17,40313.52,True,82
