summary_id,period_id,geo_id,market_def_id,total_market_value_usd,total_market_volume_std
91053,202209,22,903,2459559.048,122221.52999999998
91054,202209,22,904,1336227.4199999997,64069.331999999995
91055,202209,23,900,729692.796,52537.392
91056,202209,23,901,785307.5399999999,44605.68
91057,202209,23,902,719258.0519999999,41046.48
91058,202209,23,903,2202559.14,122191.902
91059,202209,23,904,324704.088,24776.76
91060,202209,24,900,1280289.9,166465.19999999998
91061,202209,24,901,901967.1719999999,191985.47999999998
91062,202209,24,902,1147095.648,65174.52
91063,202209,24,904,433242.888,83345.25
91064,202210,1,900,377787.168,48995.76
91065,202210,1,901,506384.436,49565.20799999999
91066,202210,1,902,377077.272,28412.736
91067,202210,1,903,378833.22,101479.2
91068,202210,1,904,519559.452,65324.01
91069,202210,2,900,1177451.58,69115.056
91070,202210,2,901,488851.90799999994,110534.64
91071,202210,2,902,595372.956,56349.6
91072,202210,2,903,864413.22,39336.492000000006
91073,202210,2,904,700110.192,62329.11
91074,202210,3,900,405629.81999999995,14150.166
91075,202210,3,901,1050135.744,94850.538
91076,202210,3,902,400182.89999999997,34531.896
91077,202210,3,903,37560.48,61578.0
91078,202210,4,900,1080861.588,79150.43999999999
91079,202210,4,901,1538433.312,241673.64
91080,202210,4,902,935410.056,127913.63999999998
91081,202210,4,903,1413485.94,117792.57599999999
91082,202210,4,904,1038527.2559999999,146406.324
91083,202210,5,900,130348.54800000001,22155.522
91084,202210,5,901,309806.89199999993,32143.68
91085,202210,5,902,1799974.728,147291.36
91086,202210,5,903,788936.9039999999,68002.8
91087,202210,5,904,302592.21599999996,29483.040000000005
91088,202210,6,900,1079637.288,80143.728
91089,202210,6,901,413025.816,55133.496
91090,202210,6,902,1615403.8919999998,156438.384
91091,202210,6,903,826810.9440000001,59766.924
91092,202210,6,904,567185.88,154980.12
91093,202210,7,900,246951.93599999996,21397.08
91094,202210,7,901,825146.0639999999,89533.248
91095,202210,7,902,1236137.988,107882.232
91096,202210,7,903,439221.24,92524.056
91097,202210,7,904,672392.58,81228.504
91098,202210,8,900,550078.4759999999,85589.82
91099,202210,8,901,984041.4839999999,50634.96
91100,202210,8,902,378292.35599999997,29162.460000000003
91101,202210,8,903,737357.8080000001,160822.19999999998
91102,202210,8,904,660373.512,116436.408
91103,202210,9,900,333765.27599999995,57880.2
91104,202210,9,901,564978.7559999999,22729.74
91105,202210,9,902,521967.828,40427.724
91106,202210,9,903,966395.5319999999,48395.63999999999
91107,202210,9,904,1776674.448,212091.05999999997
91108,202210,10,900,941773.6559999998,40847.231999999996
91109,202210,10,901,125736.084,5904.893999999999
91110,202210,10,902,813666.456,80168.67599999999
91111,202210,10,903,1393426.6319999998,164401.02
91112,202210,10,904,304902.948,115226.4
91113,202210,11,900,788602.4759999999,73920.948
91114,202210,11,901,684940.4160000001,64659.0
91115,202210,11,902,558525.492,36136.08
91116,202210,11,903,697731.3720000001,107551.8
91117,202210,11,904,471547.272,12089.483999999999
91118,202210,12,900,2158287.096,290028.462
91119,202210,12,901,980165.7239999999,232457.64
91120,202210,12,902,1323839.388,189061.416
91121,202210,12,903,1722918.8159999999,99065.80799999999
91122,202210,12,904,584162.124,167661.12
91123,202210,13,900,271702.452,17236.559999999998
91124,202210,13,901,616572.36,58017.53999999999
91125,202210,13,902,1444459.6560000002,126235.2
91126,202210,13,903,369105.096,39792.119999999995
91127,202210,13,904,1195768.656,60144.78
91128,202210,14,900,674496.156,141837.12
91129,202210,14,901,1410788.964,140098.68
91130,202210,14,902,973084.236,131360.748
91131,202210,14,903,233698.764,27646.2
91132,202210,14,904,319642.896,39988.871999999996
91133,202210,15,900,943757.2559999999,58168.104
91134,202210,15,901,360556.116,45197.964
91135,202210,15,902,317748.26399999997,25949.268
91136,202210,15,903,578636.628,34632.719999999994
91137,202210,15,904,159396.264,9743.52
91138,202210,16,900,822400.2960000001,43460.76
91139,202210,16,901,105843.264,6569.280000000001
91140,202210,16,902,1298782.632,87317.796
91141,202210,16,903,64555.716,1514.304
91142,202210,16,904,216521.61599999998,22707.899999999998
91143,202210,17,900,339552.792,33315.42
91144,202210,17,901,1028463.5519999999,161024.97599999997
91145,202210,17,902,330750.18,35698.116
91146,202210,17,903,820405.7399999999,229254.56399999998
91147,202210,17,904,182794.44,23486.460000000003
91148,202210,18,900,216211.212,84399.48
91149,202210,18,901,869274.492,43619.88
91150,202210,18,902,458497.92,14454.84
91151,202210,18,903,1902013.3319999997,233324.436
91152,202210,18,904,115026.74399999999,4997.339999999999
91153,202210,19,900,522445.06799999997,50020.619999999995
91154,202210,19,901,592708.848,128890.536
91155,202210,19,902,354947.244,15444.359999999999
91156,202210,19,903,971842.176,82506.96
91157,202210,19,904,559250.364,178940.60399999996
91158,202210,20,900,264517.032,66051.36
91159,202210,20,901,718546.956,37480.08
91160,202210,20,902,670409.6039999999,49703.58
91161,202210,20,903,1011108.4919999999,60403.42199999999
91162,202210,20,904,923373.636,176346.42
91163,202210,21,900,543991.788,41427.612
91164,202210,21,901,723861.66,58568.00399999999
91165,202210,21,902,1151894.472,40235.16
91166,202210,21,903,378059.79600000003,28092.780000000002
91167,202210,21,904,301141.62,70996.272
91168,202210,22,900,23800.44,873.0719999999999
91169,202210,22,901,641855.4600000001,36747.119999999995
91170,202210,22,902,1540954.704,143865.53999999998
91171,202210,22,903,487089.63599999994,54804.672
91172,202210,22,904,405434.80799999996,111872.61
91173,202210,23,900,414335.62799999997,33644.28
91174,202210,23,901,730631.232,64984.782
91175,202210,23,902,558263.0639999999,122253.12
91176,202210,23,903,833327.724,70606.73999999999
91177,202210,23,904,1028499.984,182449.92
91178,202210,24,900,467493.624,252011.52
91179,202210,24,901,1060450.344,72921.96
91180,202210,24,902,488081.56799999997,53569.128000000004
91181,202210,24,903,859990.968,76274.292
91182,202210,24,904,1127127.2759999998,37875.48
91183,202211,1,900,907327.8599999999,33303.492
91184,202211,1,901,574737.24,67627.01999999999
91185,202211,1,902,1735574.3639999998,105306.54
91186,202211,1,903,647539.224,44198.231999999996
91187,202211,1,904,550877.7119999999,115216.32
91188,202211,2,900,705833.244,122097.07199999999
91189,202211,2,901,94083.936,3945.24
91190,202211,2,902,365953.16399999993,38855.82
91191,202211,2,903,529247.592,33045.36
91192,202211,2,904,947914.4280000001,92338.93800000001
91193,202211,3,900,97523.892,29512.091999999997
91194,202211,3,901,329714.868,24913.968000000004
91195,202211,3,902,461919.612,57076.799999999996
91196,202211,3,903,1676796.72,182004.73799999998
91197,202211,3,904,397145.22,70916.7
91198,202211,4,900,430281.9959999999,71843.04000000001
91199,202211,4,902,829793.0160000001,54797.58
91200,202211,4,903,680119.0199999999,37853.04
91201,202211,4,904,1254350.88,79291.368
91202,202211,5,900,655722.8279999999,53737.799999999996
91203,202211,5,901,799828.512,130348.86
91204,202211,5,902,498651.372,32148.960000000003
91205,202211,5,903,828917.436,130603.73999999999
91206,202211,5,904,1148872.224,61355.520000000004
91207,202211,6,900,987862.6079999999,125829.77999999998
91208,202211,6,901,556239.24,52844.63999999999
91209,202211,6,902,387929.496,28304.784
91210,202211,6,903,375635.412,107631.888
91211,202211,6,904,1404719.292,65197.896
91212,202211,7,900,286846.92,12186.156
91213,202211,7,901,273975.144,9951.06
91214,202211,7,902,582508.956,42275.208000000006
91215,202211,7,903,1648361.9039999999,102644.18400000001
91216,202211,7,904,1135910.3159999999,159618.85199999998
91217,202211,8,900,605361.696,69371.436
91218,202211,8,901,131213.37600000002,9970.872000000001
91219,202211,8,902,187408.51200000002,11917.380000000001
91220,202211,8,903,942621.336,47980.416
91221,202211,8,904,1156893.0,52654.98
91222,202211,9,900,312213.528,16259.099999999999
91223,202211,9,901,689071.692,67567.212
91224,202211,9,902,1141305.96,159710.976
91225,202211,9,903,411300.26399999997,70318.8
91226,202211,9,904,533809.6919999999,64716.96
91227,202211,10,900,1035099.936,68236.5
91228,202211,10,901,495991.46400000004,41639.63999999999
91229,202211,10,902,285975.576,30001.859999999997
91230,202211,10,903,1730600.736,179624.412
91231,202211,10,904,962244.324,30840.899999999998
91232,202211,11,900,149083.63199999998,5681.04
91233,202211,11,901,587484.276,51417.240000000005
91234,202211,11,902,527901.288,35940.984
91235,202211,11,903,1213273.56,65995.98
91236,202211,11,904,482333.83199999994,30097.32
91237,202211,12,900,510523.848,111911.004
91238,202211,12,901,496572.528,62690.52
91239,202211,12,902,315637.056,39624.299999999996
91240,202211,12,903,618907.836,113303.87999999999
91241,202211,12,904,1977164.46,113957.898
91242,202211,13,900,473997.468,53468.7
91243,202211,13,901,88854.564,6959.760000000001
91244,202211,13,902,563968.164,60241.944
91245,202211,13,903,976566.5159999998,74854.182
91246,202211,13,904,700455.612,111606.0
91247,202211,14,900,807195.444,130200.12
91248,202211,14,901,185176.884,5446.92
91249,202211,14,902,135125.1,9784.5
91250,202211,14,903,842434.368,403041.0
91251,202211,14,904,449837.66399999993,29753.88
91252,202211,15,900,791868.9,108231.32400000001
91253,202211,15,901,1200300.18,64231.704000000005
91254,202211,15,902,20064.636,892.62
91255,202211,15,903,133837.512,13906.080000000002
91256,202211,15,904,186988.55999999997,14883.659999999998
91257,202211,16,900,1299421.2,201335.87999999998
91258,202211,16,901,157907.028,12101.28
91259,202211,16,902,385753.728,33335.1
91260,202211,16,903,927917.724,79921.5
91261,202211,16,904,445115.244,71154.78
91262,202211,17,900,16131.792,12943.8
91263,202211,17,901,913876.3319999999,61708.86
91264,202211,17,902,409326.69599999994,42816.6
91265,202211,17,903,960004.7279999999,55737.48
91266,202211,17,904,996967.7999999999,157789.14
91267,202211,18,900,1510655.0159999998,184545.61800000002
91268,202211,18,901,1028446.5839999999,213419.328
91269,202211,18,902,908686.1519999999,80223.24
91270,202211,18,903,502602.83999999997,27270.372
91271,202211,18,904,597599.532,16394.399999999998
91272,202211,19,900,598702.68,53829.6
91273,202211,19,901,556510.584,39273.216
91274,202211,19,902,204657.732,10921.08
91275,202211,19,903,447085.84800000006,16525.884
91276,202211,19,904,1590955.0199999998,30495.72
91277,202211,20,900,948793.4159999999,59324.592000000004
91278,202211,20,901,493176.456,42365.85600000001
91279,202211,20,902,1010090.2559999999,57159.0
91280,202211,20,903,480394.344,16231.991999999998
91281,202211,20,904,268797.3,149548.92
91282,202211,21,900,504985.94399999996,107279.04
91283,202211,21,901,1317735.8639999998,171388.296
91284,202211,21,902,1640278.7880000002,103096.86
91285,202211,21,903,1323717.564,197797.71
91286,202211,21,904,176716.908,105014.34
91287,202211,22,900,144873.504,22847.987999999998
91288,202211,22,901,454259.75999999995,15073.14
91289,202211,22,902,110843.24399999999,4412.88
91290,202211,22,903,671233.056,134413.77599999998
91291,202211,22,904,1143371.3639999998,109718.328
91292,202211,23,900,404009.808,38225.256
91293,202211,23,901,93792.132,7601.868
91294,202211,23,902,1167077.748,79290.18
91295,202211,23,903,415227.03599999996,50603.219999999994
91296,202211,23,904,1407603.288,172026.36
91297,202211,24,900,363190.176,40894.560000000005
91298,202211,24,901,800789.16,57592.98
91299,202211,24,902,1058870.916,61233.06
91300,202211,24,903,560520.48,64503.51
91301,202211,24,904,895132.524,128668.48199999999
91302,202212,1,900,744682.68,31656.875999999997
91303,202212,1,901,362732.952,43728.84
91304,202212,1,902,1251074.5080000001,86267.232
91305,202212,1,903,234557.184,48542.4
91306,202212,1,904,276811.272,68002.2
91307,202212,2,900,529583.916,95457.9
91308,202212,2,901,414453.40799999994,40749.6
91309,202212,2,902,1255269.5399999998,101406.108
91310,202212,2,903,602760.6,135220.65
91311,202212,2,904,429614.22,72439.164
91312,202212,3,900,621790.224,65782.62000000001
91313,202212,3,901,1285028.3639999998,133005.96
91314,202212,3,902,420370.92,46359.060000000005
91315,202212,3,903,539546.76,130140.23999999999
91316,202212,3,904,787289.0279999999,155511.09
91317,202212,4,900,554549.6519999999,29551.146
91318,202212,4,901,1601667.1559999997,191826.96
91319,202212,4,902,1163598.672,119932.79999999999
91320,202212,4,903,352978.884,30593.664
91321,202212,4,904,912579.06,33573.617999999995
91322,202212,5,900,1259464.848,155287.008
91323,202212,5,901,598570.536,81935.09999999999
91324,202212,5,902,255343.28399999996,18921.12
91325,202212,5,903,1074309.9479999999,140588.76
91326,202212,5,904,315128.124,84265.56
91327,202212,6,900,551365.884,61467.54
91328,202212,6,901,653477.9759999999,40436.616
91329,202212,6,902,397369.056,53973.96
91330,202212,6,903,1170625.1879999998,133619.796
91331,202212,6,904,239014.536,12901.32
91332,202212,7,900,408977.68799999997,47603.34
91333,202212,7,901,1982204.724,300918.66000000003
91334,202212,7,902,564384.216,22264.92
91335,202212,7,903,1790424.7799999998,31783.872
91336,202212,7,904,1224347.6879999998,147068.49599999998
91337,202212,8,900,603113.916,211084.93199999997
91338,202212,8,901,612167.1,48177.84
91339,202212,8,902,625390.4759999999,79096.68000000001
91340,202212,8,903,1162808.112,103129.956
91341,202212,8,904,883041.6,45142.439999999995
91342,202212,9,900,522517.176,16829.604
91343,202212,9,901,363681.456,37651.259999999995
91344,202212,9,902,1049522.352,49606.32
91345,202212,9,903,1748950.56,252767.55
91346,202212,9,904,405772.956,35497.2
91347,202212,10,900,975109.608,110265.3
91348,202212,10,901,954104.04,51554.28
91349,202212,10,902,191705.06399999998,6781.320000000001
91350,202212,10,903,1171698.024,153596.796
91351,202212,10,904,634871.676,163181.28
91352,202212,11,900,480732.6479999999,191204.4
91353,202212,11,901,280761.516,21592.188000000002
91354,202212,11,902,1290383.004,92620.584
91355,202212,11,903,1524264.4559999998,94580.48400000001
91356,202212,11,904,1383011.076,152666.03999999998
91357,202212,12,900,300462.95999999996,45607.98
91358,202212,12,901,1226750.88,95075.81999999999
91359,202212,12,902,469268.292,43129.799999999996
91360,202212,12,903,1678900.2,72914.18400000001
91361,202212,12,904,1123812.4559999998,42278.976
91362,202212,13,900,943573.4519999999,116643.18
91363,202212,13,901,925860.6,61731.762
91364,202212,13,902,236796.50400000002,20755.98
91365,202212,13,903,623887.188,57450.456000000006
91366,202212,13,904,598661.1,54570.912000000004
91367,202212,14,900,745297.7999999999,61435.475999999995
91368,202212,14,901,603955.176,112626.57
91369,202212,14,902,635731.9319999999,33150.78
91370,202212,14,903,265377.42,11181.3
91371,202212,14,904,247627.584,32778.9
91372,202212,15,900,720743.364,96035.4
91373,202212,15,901,930669.7559999999,99095.09999999999
91374,202212,15,902,364301.66399999993,31806.456
91375,202212,15,903,272121.684,13156.859999999999
91376,202212,15,904,1432014.948,78644.87999999999
91377,202212,16,900,667938.8159999999,37158.036
91378,202212,16,901,500905.92000000004,59451.53999999999
91379,202212,16,902,439550.97599999997,25052.399999999998
91380,202212,16,903,1063346.3639999998,128851.46399999999
91381,202212,16,904,796360.1519999999,97055.478
91382,202212,17,900,727010.604,103506.72
91383,202212,17,901,253695.56399999998,30116.399999999998
91384,202212,17,902,961963.7399999999,65646.408
91385,202212,17,903,521872.26,113349.48
91386,202212,17,904,424790.3399999999,143744.16
91387,202212,18,900,789137.5920000001,85599.3
91388,202212,18,901,98342.44799999999,13554.0
91389,202212,18,902,297586.48799999995,47043.36
91390,202212,18,903,712356.312,95078.16
91391,202212,18,904,1959485.352,243245.34
91392,202212,19,900,589627.2119999999,41700.96
91393,202212,19,901,545252.304,59688.56999999999
91394,202212,19,902,891740.3759999999,52690.2
91395,202212,19,903,1115256.384,192555.75
91396,202212,19,904,1620257.592,57203.7
91397,202212,20,900,280903.056,54998.435999999994
91398,202212,20,901,700210.068,77894.22
91399,202212,20,902,692618.484,93358.32
91400,202212,20,903,698808.612,158381.28
91401,202212,20,904,565912.26,126395.01599999999
91402,202212,21,900,176556.684,80948.37599999999
91403,202212,21,901,227191.812,26024.268
91404,202212,21,902,894214.176,54554.52
91405,202212,21,903,387176.75999999995,14674.53
91406,202212,21,904,669204.204,37244.1
91407,202212,22,900,536807.172,32643.84
91408,202212,22,901,284621.05199999997,17621.760000000002
91409,202212,22,902,297080.508,27262.236
91410,202212,22,903,59373.528,9162.648
91411,202212,22,904,1514857.176,143931.66
91412,202212,23,900,1144177.608,125235.95999999999
91413,202212,23,901,916650.4440000001,80706.72
91414,202212,23,902,818950.224,35646.6
91415,202212,23,903,724014.1080000001,45054.731999999996
91416,202212,23,904,1242971.3399999999,171818.20799999998
91417,202212,24,900,200478.78,26814.282
91418,202212,24,901,354261.04799999995,13396.5
91419,202212,24,902,1155708.336,176388.99599999998
91420,202212,24,903,1148618.58,30834.228000000003
91421,202212,24,904,1006524.2279999999,164857.02
91422,202301,1,900,460403.316,32037.665999999997
91423,202301,1,901,1078008.4679999999,72545.7
91424,202301,1,902,48213.468,3404.6400000000003
91425,202301,1,903,545580.948,54827.63999999999
91426,202301,1,904,1260425.136,120220.37999999999
91427,202301,2,900,561359.544,50805.60600000001
91428,202301,2,901,1028272.4759999999,69452.508
91429,202301,2,902,299524.272,50818.799999999996
91430,202301,2,903,1400835.6840000001,93799.476
91431,202301,2,904,835089.252,165258.15
91432,202301,3,900,579985.896,60054.396
91433,202301,3,901,1060368.336,34300.691999999995
91434,202301,3,902,254123.496,19107.24
91435,202301,3,903,1159993.728,74447.16
91436,202301,3,904,349331.268,41222.28
91437,202301,4,900,113569.164,10360.332
91438,202301,4,901,907780.224,142813.098
91439,202301,4,902,524210.64,34931.58
91440,202301,4,903,1449422.2319999998,187321.78799999997
91441,202301,4,904,462551.316,135726.44999999998
91442,202301,5,900,418458.888,49824.216
91443,202301,5,901,1287718.152,232656.23999999996
91444,202301,5,902,1442050.824,118942.73999999999
91445,202301,5,903,453186.072,146228.4
91446,202301,5,904,1150160.2319999998,30477.588
91447,202301,6,900,459813.34800000006,32900.91
91448,202301,6,901,1257878.976,98847.34800000001
91449,202301,6,902,378581.17199999996,26103.719999999998
91450,202301,6,903,1626039.324,84334.92
91451,202301,6,904,700512.8400000001,90228.042
91452,202301,7,900,805392.612,49999.704
91453,202301,7,901,102306.3,11666.964000000002
91454,202301,7,902,711511.836,79956.0
91455,202301,7,903,1020729.1559999998,53692.799999999996
91456,202301,7,904,1534359.432,79419.23999999999
91457,202301,8,900,543099.228,104755.5
91458,202301,8,901,731407.824,128518.5
91459,202301,8,902,440952.66,24170.04
91460,202301,8,903,942405.5639999999,59037.0
91461,202301,8,904,449783.952,194156.112
91462,202301,9,900,380668.71599999996,83531.22
91463,202301,9,901,1184344.3199999998,142009.91999999998
91464,202301,9,902,2059630.6319999998,290054.136
91465,202301,9,903,1004031.0959999999,138035.964
91466,202301,9,904,705951.48,106366.512
91467,202301,10,900,447605.29199999996,28600.92
91468,202301,10,901,477677.59199999995,53164.236
91469,202301,10,902,951806.2559999999,53973.48
91470,202301,10,903,1411327.308,71033.06999999999
91471,202301,10,904,863031.168,138525.984
91472,202301,11,900,407138.724,20050.775999999998
91473,202301,11,901,243875.412,13415.712
91474,202301,11,902,34497.53999999999,1662.9599999999998
91475,202301,11,903,279108.80399999995,21654.48
91476,202301,11,904,690386.1,91541.7
91477,202301,12,900,479066.53199999995,63901.068
91478,202301,12,901,525988.596,118167.42
91479,202301,12,902,365030.81999999995,11887.8
91480,202301,12,903,682418.928,36856.38
91481,202301,12,904,804342.12,30872.556
91482,202301,13,900,648647.892,157320.6
91483,202301,13,901,502092.036,33252.96
91484,202301,13,902,507412.644,57616.344000000005
91485,202301,13,903,1398679.0559999999,141639.97199999998
91486,202301,13,904,650480.184,88005.864
91487,202301,14,900,774480.396,93528.264
91488,202301,14,901,880789.836,63508.44
91489,202301,14,902,275488.68,15432.119999999999
91490,202301,14,903,332664.312,72237.3
91491,202301,14,904,492399.57599999994,98959.974
91492,202301,15,900,603620.4839999999,130602.9
91493,202301,15,901,891933.276,87190.356
91494,202301,15,902,1071527.232,47899.896
91495,202301,15,903,2716721.9039999996,222175.02
91496,202301,15,904,193654.34399999998,35665.38
91497,202301,16,900,462412.44,64572.828
91498,202301,16,901,696310.056,113458.07999999999
91499,202301,16,902,448534.152,29395.62
91500,202301,16,903,632640.924,95717.976
91501,202301,16,904,463322.256,19819.26
91502,202301,17,900,909947.892,113628.864
91503,202301,17,901,729112.5,83891.22
91504,202301,17,902,1121376.5999999999,82348.48799999998
91505,202301,17,903,455803.35599999997,53031.0
91506,202301,17,904,261122.376,31885.199999999997
91507,202301,18,900,212855.82,72826.34999999999
91508,202301,18,901,455627.604,37629.558
91509,202301,18,902,742532.8439999999,39456.132
91510,202301,18,903,1308213.2519999999,91457.07
91511,202301,18,904,752572.2,116804.87999999999
91512,202301,19,900,1125557.148,112584.972
91513,202301,19,901,220379.232,17244.72
91514,202301,19,902,684562.248,135238.37999999998
91515,202301,19,903,602184.5639999999,31222.865999999998
91516,202301,19,904,716853.3720000001,103398.0
91517,202301,20,900,220588.284,32984.73
91518,202301,20,901,138647.436,51408.299999999996
91519,202301,20,902,639501.3840000001,50026.68
91520,202301,20,903,1116994.7280000001,121361.02799999999
91521,202301,20,904,390909.11999999994,19052.55
91522,202301,21,900,125871.51599999999,26409.6
91523,202301,21,901,723646.1279999999,119791.656
91524,202301,21,902,712404.06,38767.86
91525,202301,21,903,878141.772,65073.804
91526,202301,21,904,1211829.24,50714.112
91527,202301,22,900,541730.148,31542.36
91528,202301,22,902,633524.748,67582.02
91529,202301,22,903,750226.368,112455.468
91530,202301,22,904,697038.204,50910.84
91531,202301,23,900,345799.00800000003,72782.4
91532,202301,23,901,306551.676,43557.96
91533,202301,23,902,568292.808,42669.299999999996
91534,202301,23,903,233593.056,86841.36
91535,202301,23,904,960454.2959999999,139533.282
91536,202301,24,900,914312.892,122024.274
91537,202301,24,901,942824.0760000001,157440.84
91538,202301,24,902,857341.668,86778.12000000001
91539,202301,24,903,429411.22799999994,167439.0
91540,202301,24,904,540064.224,95936.87999999999
91541,202302,1,903,232618.632,74839.488
91542,202302,1,904,612915.2399999999,32377.319999999996
91543,202302,2,900,673290.864,42297.07200000001
91544,202302,2,901,1246695.9479999999,275460.384
91545,202302,2,902,692377.368,57409.452000000005
91546,202302,2,903,752964.612,116358.27
91547,202302,2,904,323027.64,34607.88
91548,202302,3,900,444651.312,53162.549999999996
91549,202302,3,901,376475.724,136182.0
91550,202302,3,902,871716.168,93911.724
91551,202302,3,903,614736.288,68425.8
91552,202302,3,904,752866.824,159708.21
91553,202302,4,900,1185742.728,165703.19999999998
91554,202302,4,901,565167.312,54870.6
91555,202302,4,902,227723.964,14389.080000000002
91556,202302,4,903,852187.368,52734.840000000004
91557,202302,4,904,1063573.02,71937.348
91558,202302,5,900,713552.904,44608.799999999996
91559,202302,5,901,753894.0,59347.57199999999
91560,202302,5,902,702158.136,27359.04
91561,202302,5,903,435435.756,75679.8
91562,202302,5,904,1889460.0959999997,153657.12
91563,202302,6,900,109947.74399999999,6396.4800000000005
91564,202302,6,901,358581.624,25757.087999999996
91565,202302,6,902,421278.06,34180.38
91566,202302,6,903,194145.80399999997,67376.09999999999
91567,202302,6,904,536205.444,102280.41
91568,202302,7,900,490045.65599999996,69999.36
91569,202302,7,901,29507.699999999997,1071.306
91570,202302,7,902,1653323.328,177546.588
91571,202302,7,903,725439.3960000001,51191.892
91572,202302,7,904,315964.16400000005,79972.56
91573,202302,8,900,482315.412,23898.059999999998
91574,202302,8,901,374955.996,35704.560000000005
91575,202302,8,902,113867.96399999999,10410.24
91576,202302,8,903,499182.80399999995,72150.45599999999
91577,202302,8,904,158256.672,163910.4
91578,202302,9,900,1143826.4039999999,45296.412000000004
91579,202302,9,901,198052.54799999998,22983.899999999998
91580,202302,9,902,1022298.5159999998,123907.02
91581,202302,9,903,401662.92,63827.507999999994
91582,202302,9,904,254679.108,38268.719999999994
91583,202302,10,900,414989.832,27944.04
91584,202302,10,901,161606.65199999997,24123.312
91585,202302,10,902,190783.36800000002,25392.732
91586,202302,10,903,489962.68799999997,28760.34
91587,202302,10,904,1478931.4440000001,52681.337999999996
91588,202302,11,900,1098759.1919999998,39407.549999999996
91589,202302,11,901,870050.988,36847.187999999995
91590,202302,11,902,165811.86,12391.8
91591,202302,11,903,288868.908,38917.799999999996
91592,202302,11,904,504480.348,24068.519999999997
91593,202302,12,901,796827.864,47403.719999999994
91594,202302,12,902,432886.152,67914.78
91595,202302,12,903,1041794.0159999998,66820.836
91596,202302,12,904,2627563.656,184607.28
91597,202302,13,900,1616847.1319999998,110665.368
91598,202302,13,901,533979.252,13453.44
91599,202302,13,902,819918.456,78493.92
91600,202302,13,903,158369.69999999998,30316.103999999996
91601,202302,13,904,374675.2079999999,19469.399999999998
91602,202302,14,900,416607.0,68264.64
91603,202302,14,901,264763.12799999997,12589.560000000001
91604,202302,14,902,408301.70399999997,16947.96
91605,202302,14,903,259301.20799999998,43262.1
91606,202302,14,904,524155.296,114093.15
91607,202302,15,900,87878.856,4482.15
91608,202302,15,901,619507.656,38846.64
91609,202302,15,902,623254.752,29469.24
91610,202302,15,903,1235435.3399999999,145834.5
91611,202302,15,904,2037239.316,162780.87600000002
91612,202302,16,900,503520.012,21174.408
91613,202302,16,901,798060.8759999999,104070.0
91614,202302,16,902,1393437.852,167316.50400000002
91615,202302,16,903,120815.80799999999,26266.572
91616,202302,16,904,477900.7799999999,5801.579999999999
91617,202302,17,900,1293271.728,208140.864
91618,202302,17,901,807299.28,55483.92
91619,202302,17,902,511192.01999999996,63515.46
91620,202302,17,903,349513.31999999995,19405.176
91621,202302,17,904,1462980.312,215580.6
91622,202302,18,900,228068.628,64816.331999999995
91623,202302,18,901,765068.772,37838.159999999996
91624,202302,18,902,1048100.3999999999,97651.10399999999
91625,202302,18,903,1527248.988,68932.8
91626,202302,18,904,937513.812,116760.228
91627,202302,19,900,305216.868,11082.779999999999
91628,202302,19,901,1123523.616,199515.228
91629,202302,19,902,1314583.26,83873.46
91630,202302,19,903,305370.77999999997,136322.69999999998
91631,202302,19,904,427600.884,16027.17
91632,202302,20,900,200630.556,26523.899999999998
91633,202302,20,901,493159.296,16917.78
91634,202302,20,902,1162536.9,77190.588
91635,202302,20,903,802693.7999999999,73263.36
91636,202302,20,904,256314.3,155419.26
91637,202302,21,901,307596.168,29086.38
91638,202302,21,902,362952.036,26847.6
91639,202302,21,903,350558.904,17210.760000000002
91640,202302,21,904,202458.87600000002,82075.56
91641,202302,22,900,742020.4199999999,238009.14
91642,202302,22,901,336398.112,24925.68
91643,202302,22,903,1894094.0399999998,171773.47199999998
91644,202302,22,904,677997.3840000001,142079.25
91645,202302,23,900,1412023.548,170698.44
91646,202302,23,901,381230.74799999996,81159.59999999999
91647,202302,23,902,2128604.4,160302.228
91648,202302,23,903,217337.46,21866.556
91649,202302,23,904,682134.156,107377.596
91650,202302,24,900,194674.37999999998,32195.532
91651,202302,24,901,516568.90799999994,32589.18
91652,202302,24,902,797448.576,27541.92
91653,202302,24,903,644501.6279999999,33233.4
91654,202302,24,904,280944.20399999997,37850.82
91655,202303,1,900,674082.336,124497.18
91656,202303,1,901,814116.4319999999,125538.04799999998
91657,202303,1,902,529257.288,43256.4
91658,202303,1,903,704284.404,53870.544
91659,202303,1,904,926470.0200000001,20611.308
91660,202303,2,900,490935.084,49804.08
91661,202303,2,901,1616412.2519999999,130168.98000000001
91662,202303,2,902,640906.26,24095.664
91663,202303,2,903,624320.316,42687.9
91664,202303,2,904,103758.264,9573.6
91665,202303,3,900,1188469.536,154155.15
91666,202303,3,901,730760.76,172624.25999999998
91667,202303,3,902,545491.368,21836.819999999996
91668,202303,3,903,834449.676,181020.384
91669,202303,3,904,507813.984,4212.0
91670,202303,4,900,53755.332,2540.3219999999997
91671,202303,4,901,521059.69200000004,62961.084
91672,202303,4,902,202643.22,27484.932
91673,202303,4,903,473587.452,47966.939999999995
91674,202303,4,904,1384443.9,72034.62
91675,202303,5,900,212388.084,23305.716
91676,202303,5,901,1073026.38,62667.899999999994
91677,202303,5,902,1911235.2719999999,193856.52
